Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000155970.11	MICU3	chr8	+	17027238	17122644	0.218772	0.093996	0.212137
ENSG00000038945.14	MSR1	chr8	-	16107878	16567362	7.604558	30.037594	67.791306
ENSG00000104219.12	ZDHHC2	chr8	+	17156029	17224799	3.209772	6.902355	15.577801
ENSG00000164733.20	CTSB	chr8	-	11842524	11869448	283.246857	526.935913	1189.232178
ENSG00000003987.13	MTMR7	chr8	-	17298030	17413327	0.084769	0.038964	0.087937
ENSG00000198791.11	CNOT7	chr8	-	17224964	17246878	18.452658	16.561350	37.377007
ENSG00000155975.9	VPS37A	chr8	+	17246571	17298024	16.255659	7.619235	17.195713
ENSG00000104213.12	PDGFRL	chr8	+	17576433	17643133	26.211023	10.655687	24.048628
ENSG00000003989.17	SLC7A2	chr8	+	17497088	17570573	96.516098	59.245689	133.710510
ENSG00000104760.16	FGL1	chr8	-	17864380	17910365	0.000000	0.000000	0.000000
ENSG00000129422.14	MTUS1	chr8	-	17643795	17800917	6.764401	14.668717	33.105560
ENSG00000078674.17	PCM1	chr8	+	17922840	18029944	36.174473	21.096561	47.612450
ENSG00000171428.13	NAT1	chr8	+	18210093	18223689	1.363922	2.890923	6.524472
ENSG00000156011.16	PSD3	chr8	-	18527301	19084730	0.468162	1.187685	2.680466
ENSG00000104611.11	SH2D4A	chr8	+	19313617	19396218	5.383948	7.085123	15.990283
ENSG00000147408.14	CSGALNACT1	chr8	-	19404161	19758029	14.817733	15.715792	35.468689
ENSG00000104613.11	INTS10	chr8	+	19817140	19852083	31.116503	13.156844	29.693443
ENSG00000175445.14	LPL	chr8	+	19901717	19967258	6.735684	9.364584	21.134758
ENSG00000104763.18	ASAH1	chr8	-	18055992	18084998	41.225887	96.281219	217.295334
ENSG00000147416.10	ATP6V1B2	chr8	+	20197367	20221701	93.503891	40.033688	90.351295
ENSG00000061337.15	LZTS1	chr8	-	20246165	20303963	8.810945	3.797472	8.570445
ENSG00000168546.10	GFRA2	chr8	-	21690403	21812357	0.054946	0.095169	0.214786
ENSG00000147443.12	DOK2	chr8	-	21908873	21913860	6.539487	2.983987	6.734506
ENSG00000158806.13	NPM2	chr8	+	22024125	22036897	0.000000	0.000000	0.000000
ENSG00000158815.10	FGF17	chr8	+	22042398	22048809	0.245695	0.101515	0.229107
ENSG00000130227.16	XPO7	chr8	+	21919671	22006585	37.746613	18.994801	42.869019
ENSG00000158856.18	DMTN	chr8	+	22048995	22082527	3.970198	17.035006	38.445995
ENSG00000158863.21	FAM160B2	chr8	+	22089208	22104898	56.055130	22.788347	51.430611
ENSG00000275074.1	NUDT18	chr8	-	22106872	22109419	47.177109	19.641684	44.328960
ENSG00000168453.14	HR	chr8	-	22114415	22131868	47.569122	21.747692	49.081970
ENSG00000168481.8	LGI3	chr8	-	22146825	22157084	0.030943	0.012922	0.029163
ENSG00000168476.11	REEP4	chr8	-	22138020	22141951	50.121532	20.590622	46.470600
ENSG00000168490.13	PHYHIP	chr8	-	22219704	22232341	1.566617	0.673704	1.520470
ENSG00000168487.17	BMP1	chr8	+	22164736	22212326	22.200460	14.093798	31.808033
ENSG00000197181.11	PIWIL2	chr8	+	22275297	22357563	0.022355	0.015776	0.035605
ENSG00000168495.12	POLR3D	chr8	+	22245104	22254600	6.646943	3.925905	8.860304
ENSG00000104635.13	SLC39A14	chr8	+	22367249	22434129	4.384881	19.433582	43.859299
ENSG00000120910.14	PPP3CC	chr8	+	22440819	22541142	4.009229	5.159835	11.645138
ENSG00000120896.13	SORBS3	chr8	+	22551695	22575788	67.221359	43.420074	97.993980
ENSG00000120913.23	PDLIM2	chr8	+	22578279	22598025	11.517737	30.532417	68.908058
ENSG00000248235.6	AC037459.1	chr8	+	22589274	22602084	0.000000	0.000000	0.000000
ENSG00000241852.9	C8orf58	chr8	+	22599601	22604150	7.802254	4.587698	10.353892
ENSG00000158941.16	CCAR2	chr8	+	22604632	22621514	46.515450	27.361513	61.751698
ENSG00000147439.12	BIN3	chr8	-	22620418	22669148	1.031590	7.948187	17.938120
ENSG00000173535.13	TNFRSF10C	chr8	+	23084355	23117437	1.569293	0.919080	2.074256
ENSG00000173530.5	TNFRSF10D	chr8	-	23135588	23164030	2.982052	1.212307	2.736034
ENSG00000104689.9	TNFRSF10A	chr8	-	23190452	23225126	4.759542	2.054692	4.637197
ENSG00000179388.8	EGR3	chr8	-	22687659	22693302	74.752167	43.940136	99.167694
ENSG00000134020.7	PEBP4	chr8	-	22713251	23000000	24.409616	13.630189	30.761726
ENSG00000008853.16	RHOBTB2	chr8	+	22987417	23020199	8.988476	9.307262	21.005392
ENSG00000120889.12	TNFRSF10B	chr8	-	23020133	23069179	10.107520	4.575484	10.326327
ENSG00000147457.13	CHMP7	chr8	+	23243637	23261999	21.982353	10.073168	22.733950
ENSG00000104679.10	R3HCC1	chr8	+	23270120	23296279	29.275549	16.460062	37.148415
ENSG00000167034.9	NKX3-1	chr8	-	23678693	23682927	0.889636	0.361668	0.816242
ENSG00000147454.13	SLC25A37	chr8	+	23528805	23575463	4.567696	1.856926	4.190864
ENSG00000134013.15	LOXL2	chr8	-	23297189	23425328	7.269180	21.841393	49.293446
ENSG00000197217.12	ENTPD4	chr8	-	23385783	23457695	14.150700	7.777836	17.553658
ENSG00000134028.14	ADAMDEC1	chr8	+	24384285	24406013	0.000000	0.000000	0.000000
ENSG00000069206.15	ADAM7	chr8	+	24440930	24526970	0.000000	0.000000	0.000000
ENSG00000104722.13	NEFM	chr8	+	24913012	24919098	0.361988	0.171614	0.387313
ENSG00000042980.12	ADAM28	chr8	+	24294040	24359018	3.161174	1.420290	3.205426
ENSG00000277586.2	NEFL	chr8	-	24950955	24957110	1.548751	0.629621	1.420980
ENSG00000159167.11	STC1	chr8	-	23841915	23854807	158.169678	68.992683	155.708344
ENSG00000147459.17	DOCK5	chr8	+	25184723	25415716	5.432206	3.161660	7.135492
ENSG00000184661.13	CDCA2	chr8	+	25458997	25507920	0.221552	0.092072	0.207796
ENSG00000104756.15	KCTD9	chr8	-	25427847	25458467	14.940678	6.073902	13.708080
ENSG00000221818.8	EBF2	chr8	-	25841730	26045397	1.598493	0.687356	1.551280
ENSG00000221914.9	PPP2R2A	chr8	+	26291491	26372680	20.700935	13.866031	31.293993
ENSG00000015592.16	STMN4	chr8	-	27235323	27258420	0.000000	0.000000	0.000000
ENSG00000120907.17	ADRA1A	chr8	-	26748150	26867273	0.003153	0.051216	0.115588
ENSG00000104228.12	TRIM35	chr8	-	27284887	27311319	11.244975	4.571471	10.317270
ENSG00000104765.15	BNIP3L	chr8	+	26382898	26505636	47.358295	63.324139	142.915085
ENSG00000240694.8	PNMA2	chr8	-	26504686	26514092	17.279255	7.024614	15.853724
ENSG00000092964.17	DPYSL2	chr8	+	26514022	26658178	30.309471	25.911484	58.479160
ENSG00000120899.17	PTK2B	chr8	+	27311482	27459391	1.230466	9.149594	20.649553
ENSG00000120915.13	EPHX2	chr8	+	27490779	27545564	27.788307	18.876947	42.603039
ENSG00000168077.13	SCARA3	chr8	+	27633868	27676776	48.592159	24.326746	54.902592
ENSG00000168078.9	PBK	chr8	-	27809620	27838095	1.377829	0.572565	1.292211
ENSG00000189233.11	NUGGC	chr8	-	28021964	28083871	0.055822	0.023114	0.052165
ENSG00000168079.16	SCARA5	chr8	-	27869882	27992727	0.096054	0.043016	0.097083
ENSG00000147419.17	CCDC25	chr8	-	27733311	27772634	37.529919	15.735209	35.512508
ENSG00000171320.14	ESCO2	chr8	+	27771949	27808228	0.222021	0.114331	0.258032
ENSG00000168081.8	PNOC	chr8	+	28316986	28343355	0.274892	1.255176	2.832783
ENSG00000134014.16	ELP3	chr8	+	28089673	28191156	5.803045	13.027257	29.400982
ENSG00000120885.21	CLU	chr8	-	27596917	27615031	317.331390	373.691986	843.378662
ENSG00000214050.7	FBXO16	chr8	-	28428408	28490318	0.927520	3.043788	6.869471
ENSG00000186918.13	ZNF395	chr8	-	28345585	28402701	13.019098	29.040829	65.541718
ENSG00000104290.10	FZD3	chr8	+	28494205	28574268	2.400255	0.979425	2.210446
ENSG00000012232.8	EXTL3	chr8	+	28622729	28753687	6.151758	8.069575	18.212076
ENSG00000104299.14	INTS9	chr8	-	28767661	28890242	16.710840	8.651642	19.525734
ENSG00000147421.17	HMBOX1	chr8	+	28890394	29053270	2.567451	2.013471	4.544167
ENSG00000197892.12	KIF13B	chr8	-	29067279	29263097	39.715206	17.536737	39.578346
ENSG00000120875.8	DUSP4	chr8	-	29333064	29350668	122.001320	65.064056	146.841888
ENSG00000104660.17	LEPROTL1	chr8	+	30095398	30138348	9.094805	13.378625	30.193975
ENSG00000177669.3	MBOAT4	chr8	-	30131824	30144686	0.345633	0.140512	0.317118
ENSG00000104671.7	DCTN6	chr8	+	30156297	30183640	41.283596	22.635733	51.086170
ENSG00000133872.13	SARAF	chr8	-	30063012	30083208	179.021484	94.818993	213.995270
ENSG00000197265.8	GTF2E2	chr8	-	30578318	30658251	19.478014	10.322795	23.297327
ENSG00000253457.2	SMIM18	chr8	+	30638600	30646064	0.000000	0.000000	0.000000
ENSG00000157110.15	RBPMS	chr8	+	30384479	30572261	2.324534	57.283825	129.282806
ENSG00000104691.14	UBXN8	chr8	+	30732247	30767006	1.524127	6.126536	13.826869
ENSG00000104687.12	GSR	chr8	-	30678061	30727926	48.391247	21.168154	47.774021
ENSG00000172733.11	PURG	chr8	-	30995802	31033715	0.043225	0.023049	0.052019
ENSG00000104695.12	PPP2CB	chr8	-	30785610	30812878	73.187485	37.828373	85.374161
ENSG00000165392.9	WRN	chr8	+	31033801	31173769	5.747578	2.336589	5.273406
ENSG00000172728.15	FUT10	chr8	-	33370824	33473422	3.630152	1.476554	3.332408
ENSG00000157168.18	NRG1	chr8	+	31639386	32767959	0.004177	0.405636	0.915473
ENSG00000198042.10	MAK16	chr8	+	33484750	33501260	7.452643	3.029757	6.837804
ENSG00000129696.12	TTI2	chr8	-	33498509	33513601	7.990172	5.465265	12.334456
ENSG00000133874.1	RNF122	chr8	-	33547755	33567125	4.717416	1.917793	4.328232
ENSG00000215262.7	KCNU1	chr8	+	36784324	36936128	0.000000	0.000000	0.000000
ENSG00000183779.6	ZNF703	chr8	+	37695751	37700021	152.152267	61.855156	139.599792
ENSG00000147475.14	ERLIN2	chr8	+	37736599	37759101	34.589390	22.899420	51.681286
ENSG00000147471.11	PLPBP	chr8	+	37762593	37779767	41.484257	26.116863	58.942673
ENSG00000020181.17	ADGRA2	chr8	+	37784191	37844896	6.470016	11.352514	25.621283
ENSG00000104221.12	BRF2	chr8	-	37843268	37849904	14.378982	6.133003	13.841463
ENSG00000156675.15	RAB11FIP1	chr8	-	37858618	37899467	37.754951	17.877234	40.346802
ENSG00000187840.4	EIF4EBP1	chr8	+	38030341	38060365	80.765205	32.833851	74.102119
ENSG00000147465.11	STAR	chr8	-	38143649	38151265	0.092182	0.038932	0.087865
ENSG00000129691.15	ASH2L	chr8	+	38105242	38140080	26.310987	12.967932	29.267090
ENSG00000175324.9	LSM1	chr8	-	38163321	38176716	33.895382	14.325046	32.329933
ENSG00000156735.10	BAG4	chr8	+	38176588	38213301	12.312236	5.661787	12.777984
ENSG00000085788.13	DDHD2	chr8	+	38225218	38262833	8.132544	10.783264	24.336552
ENSG00000147535.16	PLPP5	chr8	-	38263130	38269243	28.209944	35.849312	80.907661
ENSG00000165046.12	LETM2	chr8	+	38386207	38408544	1.139774	3.611390	8.150480
ENSG00000147548.16	NSD3	chr8	-	38269697	38382272	12.283463	14.041611	31.690254
ENSG00000077782.19	FGFR1	chr8	-	38411138	38468834	30.954079	35.056236	79.117783
ENSG00000147526.19	TACC1	chr8	+	38728186	38853028	2.163739	8.207775	18.523977
ENSG00000169495.4	HTRA4	chr8	+	38974164	38988662	0.000000	0.000000	0.000000
ENSG00000169499.14	PLEKHA2	chr8	+	38901235	38973909	10.704094	4.731717	10.678926
ENSG00000197140.14	ADAM32	chr8	+	39106990	39284909	0.000000	0.000000	0.000000
ENSG00000131203.12	IDO1	chr8	+	39902275	39928431	0.205128	0.110115	0.248517
ENSG00000165061.14	ZMAT4	chr8	-	40530590	40897833	0.141162	0.058854	0.132826
ENSG00000176907.4	C8orf4	chr8	+	40153455	40155308	16.953613	6.892230	15.554950
ENSG00000104332.11	SFRP1	chr8	-	41261958	41309497	6.021424	2.614161	5.899851
ENSG00000169490.16	TM2D2	chr8	-	38988808	38996824	25.459538	15.040572	33.944794
ENSG00000168615.11	ADAM9	chr8	+	38996869	39105001	67.018753	42.690186	96.346703
ENSG00000147533.16	GOLGA7	chr8	+	41490396	41510980	35.980701	18.797180	42.423019
ENSG00000029534.19	ANK1	chr8	-	41653220	41896762	0.065152	0.029644	0.066902
ENSG00000147536.11	GINS4	chr8	+	41529206	41545046	0.514898	0.428215	0.966431
ENSG00000158669.11	GPAT4	chr8	+	41578200	41625001	13.387289	23.400797	52.812832
ENSG00000083168.9	KAT6A	chr8	-	41929479	42051990	18.131626	9.089400	20.513702
ENSG00000070718.11	AP3M2	chr8	+	42152946	42171183	7.642696	4.884666	11.024114
ENSG00000104365.13	IKBKB	chr8	+	42271302	42332653	26.857216	14.084036	31.786005
ENSG00000104368.17	PLAT	chr8	-	42175233	42207724	103.809296	242.748489	547.854675
ENSG00000070501.11	POLB	chr8	+	42338454	42371808	25.004005	17.827312	40.234142
ENSG00000078668.13	VDAC3	chr8	+	42391624	42405897	63.483368	36.356319	82.051910
ENSG00000147434.8	CHRNA6	chr8	-	42752620	42796392	0.176016	0.073346	0.165533
ENSG00000131931.8	THAP1	chr8	-	42836674	42843325	8.013439	3.587235	8.095965
ENSG00000168575.9	SLC20A2	chr8	-	42416475	42541926	2.391269	12.657359	28.566164
ENSG00000176209.11	SMIM19	chr8	+	42541155	42555193	7.022618	27.171722	61.323364
ENSG00000120925.15	RNF170	chr8	-	42849637	42897290	3.455750	6.272384	14.156030
ENSG00000168172.8	HOOK3	chr8	+	42896932	43030539	6.570190	2.924875	6.601096
ENSG00000185900.9	POMK	chr8	+	43093506	43123434	1.644113	0.672690	1.518181
ENSG00000168522.12	FNTA	chr8	+	43056153	43085788	15.273623	15.375903	34.701595
ENSG00000165102.14	HGSNAT	chr8	+	43140455	43202855	27.778425	16.894516	38.128925
ENSG00000164808.16	SPIDR	chr8	+	47260575	47736306	4.489030	11.821481	26.679686
ENSG00000221869.4	CEBPD	chr8	-	47736909	47739086	55.026047	22.369989	50.486427
ENSG00000253729.7	PRKDC	chr8	-	47773108	47960183	34.968407	15.063635	33.996845
ENSG00000104738.16	MCM4	chr8	+	47960185	47978160	24.008993	10.238637	23.107395
ENSG00000034239.10	EFCAB1	chr8	-	48713634	48735311	0.000000	0.000000	0.000000
ENSG00000169139.11	UBE2V2	chr8	+	48008400	48064708	12.708947	7.469522	16.857830
ENSG00000019549.9	SNAI2	chr8	-	48917768	48921740	10.142015	4.521029	10.203427
ENSG00000147481.14	SNTG1	chr8	+	49909789	50794118	0.000000	0.000000	0.000000
ENSG00000147485.12	PXDNL	chr8	-	51319579	51809445	1.271840	0.786061	1.774046
ENSG00000168300.13	PCMTD1	chr8	-	51817575	51899186	5.848543	18.204769	41.086014
ENSG00000023287.12	RB1CC1	chr8	-	52622456	52745843	20.174200	8.843567	19.958883
ENSG00000047249.17	ATP6V1H	chr8	-	53715557	53843558	32.660629	22.142653	49.973351
ENSG00000187735.13	TCEA1	chr8	-	53966552	54022529	42.259666	28.633389	64.622185
ENSG00000120992.17	LYPLA1	chr8	-	54046367	54102017	40.614265	21.408155	48.315681
ENSG00000137547.8	MRPL15	chr8	+	54135210	54147901	38.155388	16.651211	37.579811
ENSG00000164736.5	SOX17	chr8	+	54457935	54460888	2.390692	0.971899	2.193461
ENSG00000104237.7	RP1	chr8	+	54559169	54871720	0.030705	0.034295	0.077400
ENSG00000206579.8	XKR4	chr8	+	55102389	55542054	0.000000	0.000000	0.000000
ENSG00000167904.14	TMEM68	chr8	-	55738744	55773407	4.835361	7.042264	15.893557
ENSG00000137574.10	TGS1	chr8	+	55773142	55825446	12.396880	5.039761	11.374144
ENSG00000254087.7	LYN	chr8	+	55879813	56014168	7.545781	8.233201	18.581362
ENSG00000181690.7	PLAG1	chr8	-	56160904	56211300	0.148577	0.060575	0.136710
ENSG00000181195.10	PENK	chr8	-	56436674	56446734	0.151149	0.296679	0.669569
ENSG00000170786.12	SDR16C5	chr8	-	56300010	56320776	4.219884	2.857811	6.449742
ENSG00000170791.17	CHCHD7	chr8	+	56211686	56218798	13.252329	11.585429	26.146944
ENSG00000008988.9	RPS20	chr8	-	56067295	56074581	438.828796	757.504517	1709.598267
ENSG00000104331.8	IMPAD1	chr8	-	56957933	56993844	35.607178	18.851749	42.546173
ENSG00000169122.11	FAM110B	chr8	+	57994554	58148788	9.314136	3.786518	8.545725
ENSG00000215114.8	UBXN2B	chr8	+	58411264	58451501	8.810328	6.467549	14.596495
ENSG00000137575.11	SDCBP	chr8	+	58553169	58582860	27.983429	21.773397	49.139984
ENSG00000198846.5	TOX	chr8	-	58805418	59119208	0.290729	0.118191	0.266744
ENSG00000035681.7	NSMAF	chr8	-	58583504	58659844	13.300843	5.923089	13.367713
ENSG00000178538.9	CA8	chr8	-	60187347	60281412	14.707108	5.978948	13.493779
ENSG00000104388.14	RAB2A	chr8	+	60516857	60623627	86.064438	50.277184	113.469658
ENSG00000171316.11	CHD7	chr8	+	60678778	60868028	0.872587	2.574069	5.809369
ENSG00000185942.11	NKAIN3	chr8	+	62248942	62999652	0.000000	0.000000	0.000000
ENSG00000137561.4	TTPA	chr8	-	63059783	63086053	5.480752	2.228115	5.028593
ENSG00000137563.11	GGH	chr8	-	63015085	63039171	107.548836	43.722324	98.676117
ENSG00000180828.2	BHLHE22	chr8	+	64580367	64583628	0.897915	0.365034	0.823837
ENSG00000172817.3	CYP7B1	chr8	-	64596135	64798761	2.095650	0.851954	1.922760
ENSG00000185728.16	YTHDF3	chr8	+	63168553	63212786	16.415581	10.588506	23.897005
ENSG00000104442.9	ARMC1	chr8	-	65602456	65634217	21.457762	9.842507	22.213377
ENSG00000147573.16	TRIM55	chr8	+	66126896	66175487	0.713943	0.299007	0.674824
ENSG00000066855.15	MTFR1	chr8	+	65644739	65771261	13.558447	6.525844	14.728058
ENSG00000205268.10	PDE7A	chr8	-	65717510	65841952	2.248149	2.119031	4.782403
ENSG00000177182.10	CLVS1	chr8	+	61057158	61501645	0.086058	0.208311	0.470133
ENSG00000198363.17	ASPH	chr8	-	61500556	61714640	20.388220	125.650467	283.578278
ENSG00000179041.3	RRS1	chr8	+	66429028	66430733	42.356976	17.219574	38.862549
ENSG00000147576.15	ADHFE1	chr8	+	66430185	66468907	0.450922	1.139318	2.571307
ENSG00000169085.11	C8orf46	chr8	+	66493208	66518524	0.181307	0.082163	0.185432
ENSG00000185697.16	MYBL1	chr8	-	66562175	66613294	0.294252	0.120661	0.272317
ENSG00000175073.7	VCPIP1	chr8	-	66628487	66667217	9.678435	3.934619	8.879969
ENSG00000178460.17	MCMDC2	chr8	+	66870749	66922048	0.482586	0.336322	0.759040
ENSG00000270024.5	C8orf44-SGK3	chr8	+	66667616	66860472	1.831238	0.744462	1.680162
ENSG00000213865.7	C8orf44	chr8	+	66667618	66681158	0.672047	0.524431	1.183579
ENSG00000104205.12	SGK3	chr8	+	66712418	66862022	3.239266	8.388064	18.930870
ENSG00000165078.12	CPA6	chr8	-	67422072	67746385	0.000000	0.000000	0.000000
ENSG00000046889.18	PREX2	chr8	+	67952118	68237030	1.563814	0.635744	1.434800
ENSG00000165084.15	C8orf34	chr8	+	68330722	68819022	0.000000	0.000000	0.000000
ENSG00000178125.14	PPP1R42	chr8	-	66964200	67028551	0.000000	0.000000	0.000000
ENSG00000121022.13	COPS5	chr8	-	67043079	67064943	38.089718	25.266878	57.024357
ENSG00000104218.14	CSPP1	chr8	+	67062426	67196263	2.125121	3.345901	7.551302
ENSG00000066777.8	ARFGEF1	chr8	-	67173511	67343677	19.738884	12.295745	27.750044
ENSG00000137571.10	SLCO5A1	chr8	-	69667047	69835064	0.022911	0.009541	0.021532
ENSG00000137573.13	SULF1	chr8	+	69466624	69660915	23.062696	69.859940	157.665619
ENSG00000140396.12	NCOA2	chr8	-	70109762	70403805	15.998053	7.389868	16.678059
ENSG00000221947.7	XKR9	chr8	+	70669365	70735942	0.105060	0.101313	0.228652
ENSG00000147592.8	LACTB2	chr8	-	70635318	70669174	11.757298	5.411220	12.212484
ENSG00000178860.8	MSC	chr8	-	71841549	71844468	5.228374	2.125515	4.797036
ENSG00000104321.10	TRPA1	chr8	-	72019917	72075617	0.642874	0.301581	0.680633
ENSG00000147601.13	TERF1	chr8	+	73008864	73048122	11.711662	7.297029	16.468533
ENSG00000067167.7	TRAM1	chr8	-	70573442	70608387	193.110153	108.430702	244.715302
ENSG00000164764.10	SBSPON	chr8	-	73064540	73093272	29.112078	11.835067	26.710346
ENSG00000040341.17	STAU2	chr8	-	73420369	73747708	3.232527	12.139687	27.397840
ENSG00000104343.19	UBE2W	chr8	-	73780097	73878910	1.447116	2.596442	5.859863
ENSG00000154582.16	ELOC	chr8	-	73939169	73972287	4.937935	21.533497	48.598553
ENSG00000147604.13	RPL7	chr8	-	73290284	73295789	523.978577	546.661438	1233.750366
ENSG00000121039.9	RDH10	chr8	+	73294612	73325281	7.111991	4.006158	9.041426
ENSG00000175606.10	TMEM70	chr8	+	73976207	73982783	25.477551	10.833984	24.451021
ENSG00000154589.6	LY96	chr8	+	73991352	74029087	17.698517	9.027496	20.373993
ENSG00000104369.4	JPH1	chr8	-	74234700	74321328	1.317497	0.535608	1.208804
ENSG00000104381.12	GDAP1	chr8	+	74350382	74366876	21.443945	8.717705	19.674829
ENSG00000137558.7	PI15	chr8	+	74824537	74855029	3.732393	1.753964	3.958490
ENSG00000121005.8	CRISPLD1	chr8	+	74984515	75034558	1.844229	2.897188	6.538610
ENSG00000164749.11	HNF4G	chr8	+	75408036	75566843	0.077083	0.060946	0.137549
ENSG00000091656.15	ZFHX4	chr8	+	76681219	76867285	0.821311	0.846339	1.910087
ENSG00000171033.12	PKIA	chr8	+	78516139	78605267	0.271568	0.299408	0.675728
ENSG00000164751.14	PEX2	chr8	-	76980258	77001044	21.884502	10.593448	23.908159
ENSG00000104432.13	IL7	chr8	-	78732772	78805523	0.006947	0.072260	0.163082
ENSG00000104427.11	ZC2HC1A	chr8	+	78666047	78719765	4.790201	2.231433	5.036080
ENSG00000104435.13	STMN2	chr8	+	79610814	79666175	0.765965	3.834190	8.653314
ENSG00000164683.16	HEY1	chr8	-	79764010	79767863	8.221336	4.020976	9.074867
ENSG00000147586.9	MRPS28	chr8	-	79918717	80030289	1.043659	27.975288	63.136917
ENSG00000076554.15	TPD52	chr8	-	80034745	80171659	63.530891	41.735329	94.191704
ENSG00000205189.11	ZBTB10	chr8	+	80485619	80526265	7.277207	3.717649	8.390294
ENSG00000164684.13	ZNF704	chr8	-	80628451	80874781	7.912256	4.547604	10.263404
ENSG00000076641.4	PAG1	chr8	-	80967810	81112068	2.209668	0.898306	2.027372
ENSG00000164687.10	FABP5	chr8	+	81280363	81284777	2.422204	3.861499	8.714947
ENSG00000170323.8	FABP4	chr8	-	81478419	81483263	82.157799	33.399990	75.379829
ENSG00000253598.1	SLC10A5	chr8	-	81693607	81696174	0.537773	0.218623	0.493407
ENSG00000133731.9	IMPA1	chr8	-	81657961	81686693	5.546881	3.146932	7.102253
ENSG00000104497.13	SNX16	chr8	-	81799581	81842866	2.899700	2.266342	5.114866
ENSG00000104231.10	ZFAND1	chr8	-	81701722	81732881	13.747901	10.027507	22.630899
ENSG00000164695.4	CHMP4C	chr8	+	81732434	81759515	18.716686	7.608980	17.172569
ENSG00000133739.15	LRRCC1	chr8	+	85107147	85146076	7.367467	3.182181	7.181807
ENSG00000185015.7	CA13	chr8	+	85245527	85284073	1.250590	0.508408	1.147417
ENSG00000133742.13	CA1	chr8	-	85327608	85379014	0.000000	0.000000	0.000000
ENSG00000164879.6	CA3	chr8	+	85373436	85449040	0.074048	0.048701	0.109912
ENSG00000133740.10	E2F5	chr8	+	85177225	85216209	1.378783	5.320255	12.007188
ENSG00000176731.11	C8orf59	chr8	-	85214076	85220421	16.694128	20.471712	46.202232
ENSG00000164893.8	SLC7A13	chr8	-	86214052	86230381	0.000000	0.000000	0.000000
ENSG00000147614.3	ATP6V0D2	chr8	+	85987323	86154228	0.102673	0.580036	1.309072
ENSG00000147613.7	PSKH2	chr8	-	86048373	86069697	0.000000	0.000000	0.000000
ENSG00000104267.9	CA2	chr8	+	85463852	85481493	151.480499	61.582062	138.983429
ENSG00000123124.13	WWP1	chr8	+	86342738	86478420	52.001518	30.303181	68.390701
ENSG00000176623.11	RMDN1	chr8	-	86468257	86514338	9.683560	9.416084	21.250990
ENSG00000156103.15	MMP16	chr8	-	88032009	88328025	0.804951	0.330525	0.745955
ENSG00000085719.12	CPNE3	chr8	+	86514427	86561498	60.729000	29.641094	66.896454
ENSG00000170289.12	CNGB3	chr8	-	86553977	86743675	0.000000	0.000000	0.000000
ENSG00000104312.7	RIPK2	chr8	+	89757747	89791063	12.740325	5.179383	11.689255
ENSG00000164823.9	OSGIN2	chr8	+	89901859	89927888	6.083435	6.952086	15.690039
ENSG00000104320.13	NBN	chr8	-	89933336	89984716	24.886919	13.122424	29.615761
ENSG00000104325.6	DECR1	chr8	+	90001405	90052008	9.144348	39.963783	90.193535
ENSG00000155099.7	TMEM55A	chr8	-	90993796	91041064	0.902587	2.388151	5.389775
ENSG00000180694.13	TMEM64	chr8	-	90621995	90791632	4.946270	2.222516	5.015956
ENSG00000123119.11	NECAB1	chr8	+	90791550	90959408	0.018188	0.008225	0.018562
ENSG00000253250.2	C8orf88	chr8	-	90958637	90985257	0.874664	0.355581	0.802505
ENSG00000155100.10	OTUD6B	chr8	+	91070196	91087095	3.889357	1.618629	3.653054
ENSG00000214954.8	LRRC69	chr8	+	91101832	91219127	0.062344	0.071197	0.160683
ENSG00000147606.8	SLC26A7	chr8	+	91209495	91398152	0.052077	0.024795	0.055960
ENSG00000079102.16	RUNX1T1	chr8	-	91954967	92103286	0.077024	0.343812	0.775942
ENSG00000205133.11	TRIQK	chr8	-	92883530	93017673	2.086607	12.114221	27.340364
ENSG00000188343.12	FAM92A	chr8	+	93698561	93731527	2.094832	2.535262	5.721787
ENSG00000183808.11	RBM12B	chr8	-	93729356	93741017	5.426110	2.619090	5.910976
ENSG00000164953.15	TMEM67	chr8	+	93754844	93818057	4.058748	1.814119	4.094254
ENSG00000164951.15	PDP1	chr8	+	93916855	93926066	8.962824	6.589043	14.870691
ENSG00000164949.7	GEM	chr8	-	94249253	94262350	15.478832	6.607731	14.912868
ENSG00000197275.13	RAD54B	chr8	-	94371960	94475109	0.139873	0.588982	1.329264
ENSG00000265817.2	FSBP	chr8	-	94372170	94436942	0.416392	0.488099	1.101581
ENSG00000164944.11	VIRMA	chr8	-	94487693	94553529	21.310553	10.352514	23.364403
ENSG00000104413.15	ESRP1	chr8	+	94641074	94707466	43.174633	23.082836	52.095234
ENSG00000156162.16	DPY19L4	chr8	+	94719703	94793836	10.179275	5.941444	13.409137
ENSG00000164941.13	INTS8	chr8	+	94813311	94881746	5.985985	4.428908	9.995523
ENSG00000175305.17	CCNE2	chr8	-	94879770	94896678	0.528033	0.376686	0.850137
ENSG00000156170.12	NDUFAF6	chr8	+	94895767	95058710	1.893079	4.600760	10.383372
ENSG00000164938.13	TP53INP1	chr8	-	94925972	94949411	30.949791	12.674991	28.605953
ENSG00000156172.5	C8orf37	chr8	-	95244919	95269201	2.847631	1.157660	2.612703
